Title,Source title,Cited by,Authors Country,Author Keywords,Year
Lactococcus lactis displayed neuraminidase confers cross protective immunity against influenza A viruses in mice,Virology,18,"China, United States","Cross protective immunity, Llactis/pNZ8110-pgsA-NA, Neuraminidase (NA)",2015
Vasodilatory effects of a variety of positive allosteric modulators of GABAA receptors on rat thoracic aorta,European Journal of Pharmacology,5,"Bosnia and Herzegovina, Serbia, United States","Positive allosteric modulators (PAMs), Rat thoracic aorta, Vascular” GABA<sub>A</sub> receptors, Vasoactivity",2021
Signal Immune Reactions of Macrophages Differentiated from THP-1 Monocytes to Infection with Pandemic H1N1PDM09 Virus and H5N2 and H9N2 Avian Influenza A Virus,Bulletin of Experimental Biology and Medicine,1,Russian Federation,"cytokines, genes TLR7, RIG1, influenza A viruses, macrophages",2018
"Synthesis of pyrazolo-1,2,4-triazolo[4,3-a]quinoxalines as antimicrobial agents with potential inhibition of DHPS enzyme",Future Medicinal Chemistry,10,Egypt,"antibacterial activity, antibacterial efficiency, antifungal activity, dihydropteroate synthase, docking, enzyme inhibition, pharmacokinetics, physicochemical properties, pyrazole, synthesis, triazoloquinoxalines",2018
Both CCK-A and CCK-B/gastrin receptors mediate pepsinogen release in guinea pig gastric glands,American Journal of Physiology - Gastrointestinal and Liver Physiology,14,United States,"(R)L 365260, A 71378, A 71623, A 72962, chief cells, CI-988, MK-329, radioligand binding",1992
A novel bivalent fusion vaccine induces broad immunoprotection against Staphylococcus aureus infection in different murine models,Clinical Immunology,13,China,"Fibronectin-binding protein A (FnBPA), Staphylococcal protein A (SpA), Staphylococcus aureus, Vaccine",2018
"Consensus M2e peptide conjugated to gold nanoparticles confers protection against H1N1, H3N2 and H5N1 influenza A viruses",Antiviral Research,97,United States,"Adjuvants, CpG, Gold nanoparticles, Influenza vaccine, Intranasal vaccination, M2e, Universal influenza vaccine",2017
"A convenient new synthesis of fused 1,2,4-triazoles: The oxidation of heterocyclic hydrazones using copper dichloride",Tetrahedron,76,Germany,"1,2,4-Triazoles, Copper, Hydrazones, Oxidation",2005
"Synthesis of 2-Substituted-7-heptyloxy-4,5-dihydro-[1,2,4]-triazolo[4,3-a] quinolin-1(2H)-ones with Anticonvulsant Activity",Archiv der Pharmazie,17,China,"Anticonvulsant, MES, Quinoline, Synthesis, Triazole",2007
Newly emergent highly pathogenic H5N9 subtype avian influenza A virus,Journal of Virology,17,China,,2015
Comprehensive metabolic profiling of Alismatis Rhizoma triterpenes in rats based on characteristic ions and a triterpene database,Journal of Pharmaceutical Analysis,10,China,"Alismatis rhizoma, HPLC-QTOF-MS/MS, Metabolites, Triterpenes",2021
"Synthesis and biological activity of N-acylmethyl derivatives of 9H-2,3-dihydroimidazo- and 10H-2,3,4,10-tetrahydropyrimido[1,2-a]benzimidazoles and their reduction products",Pharmaceutical Chemistry Journal,9,Russian Federation,,2006
"Synthesis and reactions of some new benzo[a]phenothiazine-3,4-dione derivatives",Journal of Heterocyclic Chemistry,4,Egypt,,2013
"SYNTHESIS AND ANTIBACTERIAL ACTIVITY OF 3-ARYLAMINOMETHYL-1-(2-OXO-2-ARYLETHYL)-6,7,8,9-TETRAHYDRO-5H-[1,2,4]TRIAZOLO[4,3-a] AZEPIN1-IUM BROMIDES AND ARYL-(4-R1-PHENYL-5,6,7,8-TETRAHYDRO-2,2a,8a-TRIAZACYCLOPENTA[cd]AZULEN-1-YLMETHYL)-AMINES",ScienceRise: Pharmaceutical Science,1,Ukraine,"3-arylaminomethyl-1-(2-oxo-2-arylethyl)-6,7,8,9-tetrahydro-5H-[1,2,4]triazolo[4,3-a]-a]azepin-1-ium bromides, antibacterial activity, in vitro tests, minimum inhibitory concentration",2021
Anticancer potential of natural peptides from terrestrial and marine environments: A review,Phytochemistry Letters,31,,"Animal peptides, Cancer therapy, Fungal peptides, Insects peptides, Marine peptides",2021
The highly conserved HA2 protein of the influenza a virus induces a cross protective immune response,Journal of Virological Methods,33,,"Cross protection, Hemagglutinin, Immunization, Influenza vaccine",2013
"Synthesis, in vitro antibacterial and antifungal evaluations of new α-hydroxyphosphonate and new α-acetoxyphosphonate derivatives of tetrazolo [1, 5-a] quinoline",European Journal of Medicinal Chemistry,126,India,"α-Acetoxyphosphonate, α-Hydroxyphosphonate, Antibacterial, Antifungal, Tetrazolo [1, 5-a]quinoline",2010
"Synthesis and antibacterial activity of novel 11-[3-[(arylcarbamoyl)oxy]propylamino]-11-deoxy-6-O-methyl-3-oxoerythromycin A 11-N,12-O-cyclic carbamate derivatives",Journal of Antibiotics,8,China,,2016
Discovery of hydrazide-containing oseltamivir analogues as potent inhibitors of influenza A neuraminidase,European Journal of Medicinal Chemistry,8,"China, United States","150 cavity, Hydrazide, Influenza A, Neuraminidase inhibitors, Oseltamivir analogues",2021
Safety and immunogenicity of a vero cell culture-derived whole-virus H5N1 influenza vaccine in chronically ill and immunocompromised patients,Clinical and Vaccine Immunology,11,"Austria, Germany",,2014
"One-pot three-component synthesis of 3-amino-5,8-dioxo-5,8-dihydro-1H- pyrazolo[1,2-a]pyridazines",Synthesis,22,,"Cyclizations, Heterocycles, Isocyanides, Multicomponent reactions, Pyrazolo[1,2-a]pyridazines",2007
Detection and subtyping of influenza A virus based on a short oligonucleotide microarray,Diagnostic Microbiology and Infectious Disease,20,"China, United States","Influenza A virus, Microarray, Short oligonucleotide, Subtyping, Diagnostics",2009
BodyPressure-Inferring Body Pose and Contact Pressure from a Depth Image,IEEE Transactions on Pattern Analysis and Machine Intelligence,15,"Georgia, United States","bodies at rest, contact pressure, depth sensing, Human pose estimation, parametric human modeling, physics simulation, pressure injury",2023
"Design, synthesis, and evaluation of a novel TRAIL-activated HDAC6 inhibitor for the treatment of pulmonary fibrosis",Bioorganic and Medicinal Chemistry,0,China,"HDAC6, Pulmonary fibrosis, silicosis, TRAIL, Tumour",2024
Antinociceptive Effects of a Novel α2/α3-Subtype Selective GABAA Receptor Positive Allosteric Modulator,ACS Chemical Neuroscience,36,United States,"GABA<sub>A</sub>, mice, nesting, pain, positive allosteric modulator, writhing",2017
"Variability among the neuraminidase, non-structural 1 and PB1-F2 proteins in the influenza A virus genome",Virus Genes,16,Italy,"Elongations, Influenza A, NA, NS1, PB1-F2, Truncations",2012
"Synthesis and antiprotozoal activity of novel bis-benzamidino imidazo[1,2-a]pyridines and 5,6,7,8-tetrahydro-imidazo[1,2-a]pyridines",Bioorganic and Medicinal Chemistry,98,"Switzerland, Georgia, United States","Antiprotozoal agents, Diamidines, Imidazo[1,2-a]pyridines, Minor-groove binders, Prodrugs",2008
"Design, synthesis and biological evaluation of novel 1,2,4-triazolo and 1,2,4-triazino[4,3-a]quinoxalines as potential anticancer and antimicrobial agents",MedChemComm,69,"Egypt, Lebanon",,2015
In vitro and in vivo antiviral activity of gingerenone a on influenza a virus is mediated by targeting janus kinase 2,Viruses,29,"China, United States","Gingerenone A, Influenza A virus, JAK2, P70 S6 kinase, STAT3",2020
"Microwave assisted synthesis of dihydrobenzo[4,5]imidazo[1,2-a]pyrimidin-4- ones; Synthesis, in vitro antimicrobial and anticancer activities of novel coumarin substituted dihydrobenzo[4,5]imidazo[1,2-a]pyrimidin-4-ones",European Journal of Medicinal Chemistry,65,India,"4-Bromomethylcoumarins, Benzimidazole, Coumarins, Pyrimidine",2013
Cholecystokinin Antagonists: (R)-Tryptophan-Based Hybrid Antagonists of High Affinity and Selectivity for CCK-A Receptors,Journal of Medicinal Chemistry,24,United States,,1991
"Synthesis of novel benzo[4,5]thiazolo[1,2-a]pyrimidine-3-carboxylate derivatives and biological evaluation as potential anticancer agents",European Journal of Medicinal Chemistry,56,India,"Cytotoxicity, Growth inhibition, Human breast adenocarcinoma cell, Lung carcinoma A549 cell line, Pyrimidine-3-carboxylate",2013
"Discovery of (S)-1-(1-(Imidazo[1,2- a ]pyridin-6-yl)ethyl)-6-(1-methyl-1 H -pyrazol-4-yl)-1 H -[1,2,3]triazolo[4,5- b ]pyrazine (Volitinib) as a Highly Potent and Selective Mesenchymal-Epithelial Transition Factor (c-Met) Inhibitor in Clinical Development for Treatment of Cancer",Journal of Medicinal Chemistry,117,China,,2014
Anti-inflammatory activity of naturally occuring diarylheptanoids – A review,Bioorganic and Medicinal Chemistry,23,France,"Anti-inflammatory activity, Inflammatory mediator, Macrocycles, Natural diarylheptanoids",2021
COMPARISON OF THE SOLID‐MATRIX LUMINESCENCE PROPERTIES AND PHOTOPHYSICAL PARAMETERS OF TWO PRODUCTS FROM BENZO(a)PYRENE‐DNA ADDUCTS,Photochemistry and Photobiology,4,United States,,1994
"A facile multicomponent reaction involving isoquinoline, dimethyl allenedicarboxylate, and 2-oxo-1 h -indol-3-ylidenes",Synthesis,11,India,"allenes, indoles, isoquinoline, multicomponent reactions, zwitterions",2012
Metabolism of Benzo(a)pyrene and Its Major Metabolites to Ethyl Acetate-soluble and Water-soluble Metabolites by Cultured Rodent Trachea,Cancer Research,40,United Kingdom,,1978
"Synthesis of bridgedhead azolo[3,2-a]pyrimidines and imidazo[2,1-b]thiazines through ring transformation of 2H-pyran-2-ones",Tetrahedron,34,India,"2H-pyran-2-one, Azolo[3,2-a]pyrimidine, Imidazo[2,1-b]thiazines",2003
"Design, synthesis and biological evaluation of certain CDK2 inhibitors based on pyrazole and pyrazolo[1,5-a] pyrimidine scaffold with apoptotic activity",Bioorganic Chemistry,49,Egypt,"Anticancer, Apoptosis, CDK2, Cell cycle, Molecular modeling, Pyrazole, Pyrazolo[1,5-a]pyrimidine",2019
"Synthesis, characterization and antimicrobial activities of 2-(5-substituted-3-phenyl-1H-indol-2-yl)-5-substituted-7H-[1, 3, 4] oxadiazolo/thiadiazolo[3, 2-a] [1, 3, 5] triazine-7-thiones",Journal of Chemical and Pharmaceutical Research,4,India,"3, 5-disubstituted indoles, Antimicrobial, Fisher indole synthesis, Fused heterocycles, S-triazines",2013
Altered GABA transmission in a mouse model of increased trait anxiety,Neuroscience,70,"Austria, Germany","Amygdala, FosB, GABAA receptor, Glutamate decarboxylase, HAB, High anxiety-related behavior",2011
Peptide-Mediated Interference of PB2-eIF4G1 Interaction Inhibits Influenza A Viruses' Replication in Vitro and in Vivo,ACS Infectious Diseases,7,Hong Kong,"antiviral peptide, eIF4G1, host-virus interaction, influenza virus, PB2, Tat",2016
Antigenic Characterization of Neuraminidase of Influenza A/H7N9 Viruses Isolated in Different Years,Pharmaceuticals,2,Russian Federation,"antibodies, influenza A/H7N9, live influenza vaccine, monoclonal antibodies, neuraminidase",2022
Development and characterization of a panel of cross-reactive monoclonal antibodies generated using H1N1 influenza virus,Immunobiology,9,"China, United States","H1N1, HA protein, Human tissues, Heterophilic antigen epitopes, Influenza virus",2015
Development of high-yield influenza A virus vaccine viruses,Nature Communications,86,"Indonesia, Japan, New Zealand, United States",,2015
"In vitro and in vivo anti-tumoral activities of imidazo[1,2-a]quinoxaline, imidazo[1,5-a]quinoxaline, and pyrazolo[1,5-a]quinoxaline derivatives",Bioorganic and Medicinal Chemistry,117,France,"Imidazoquinoxalines, Imiquimod, In vitro activity, Melanoma, Pharmacodynamic evaluation, Pyrazoloquinoxaline",2008
"Convergent synthetic route to pyrano-[2,3-a]carbazole by multicomponent reaction",Synthetic Communications,9,"India, United States","Grinding, Multicomponent reaction, NaHCO <sub>3</sub> , Pyrano[2,3-a]carbazole",2012
Human-derived organ-on-a-chip for personalized drug development,Current Pharmaceutical Design,84,"Mexico, United States","Drug development, Human-derived induced pluripotent stem cells, Microfluidic technology, Organ-on-a-chip, Personalized medicine, Tissue engineering",2018
"Antiplasmid activity of phenothiazines, benzo[a]phenothiazines and benz[c]acridines",Anticancer Research,22,Japan,"Antiplasmid activity, Benz[c]acridines, Benzo[a]phenothiazines, Phenothiazines",1992
"Design, Synthesis and Antimalarial Activity of Some New minoalcoholpyrrolo[ 1,2-A]quinoxaline Derivatives",Letters in Drug Design and Discovery,9,France,"Antileishmanial activity, Antimalarial activity, Pyrrolo[12-A]quinoxaline, Synthesis",2016
Discovery of a potent atrial natriuretic peptide antagonist for ANPA receptors in the human neuroblastoma NB-OK-1 cell line,European Journal of Pharmacology,40,"Belgium, United States","ANP receptor antagonists, ANP<sub>A</sub> receptors, cGMP, Neuroblastoma cells NB-OK-1 (human)",1992
Comparative Tumor-initiating Activity of Methylated Benzo(a)pyrene Derivatives in Mouse Skin 1,Cancer Research,65,"Mexico, United States",,1979
"Discovery of novel pyrazole and pyrazolo[1,5-a]pyrimidine derivatives as cyclooxygenase inhibitors (COX-1 and COX-2) using molecular modeling simulation",Archiv der Pharmazie,45,Egypt,"ADMET study and docking simulation, anti-inflammatory, DFT calculations, MEP, and DOS, in-vitro COX-1 and COX-2, pyrazole and pyrazolo[1,5-a]pyrimidine",2023
"Design, synthesis, and evaluation of a novel prodrug, a S-trityl-L-cysteine derivative targeting kinesin spindle protein",European Journal of Medicinal Chemistry,7,Japan,"Inhibitor, Kinesin spindle protein, Molecular dynamics simulation, Prodrug, S-Trityl-<sub>L</sub>-cysteine, γ-glutamyltransferase",2021
"Amberlite-IRA-402 (OH) ion exchange resin mediated synthesis of indolizines, pyrrolo [1,2-a] quinolines and isoquinolines: Antibacterial and antifungal evaluation of the products",European Journal of Medicinal Chemistry,196,India,"Amberlite-IRA-402 (OH), Antibacterial, Antifungal, Dipolar cycloaddition, Indolizines, Pyrrolo quinolines/isoquinolines",2011
Differences in the Epidemiology of Human Cases of Avian Influenza A(H7N9) and A(H5N1) Viruses Infection,Clinical Infectious Diseases,63,"Azerbaijan, China, United Kingdom, Hong Kong, Singapore, Viet Nam","clinical epidemiology, cluster, influenza A(H5N1), influenza A(H7N9)",2015
"2-(Dichloromethyl)pyrazolo[1,5-a][1,3,5]triazines: Synthesis and anticancer activity",Biopolymers and Cell,3,Ukraine,"1H-pyrazol-5-amines, 2-(dichloromethyl)pyrazolo[1,5-a][1,3,5]triazines, Anticancer activity, Heterocyclization, In vitro screening, Pyrazolo[1,5-a][1,3,5]triazines",2020
"Studies on novel bacterial translocase I inhibitors, A-500359s. III. Deaminocaprolactam derivatives of capuramycin: A-500359 E, F, H, M-1 and M-2",Journal of Antibiotics,34,Japan,,2003
Structure-Activity Relationship Study Enables the Discovery of a Novel Berberine Analogue as the RXRα Activator to Inhibit Colon Cancer,Journal of Medicinal Chemistry,26,China,,2020
Assessment of thyroid hormone activity of halogenated bisphenol A using a yeast two-hybrid assay,Chemosphere,46,Japan,"Halogenated bisphenol A, Rat liver S9, Thyroid hormone activity, Yeast two-hybrid assay",2011
A peptide-based approach to evaluate the adaptability of influenza A virus to humans based on its hemagglutinin proteolytic cleavage site,PLoS ONE,22,United States,,2017
Discovery of a non-zwitterionic oseltamivir analogue as a potent influenza a neuraminidase inhibitor,European Journal of Medicinal Chemistry,7,China,"Influenza, Neuraminidase inhibitors, Oral bioavailability, Oseltamivir analogues, Urea",2020
"Comparison of patients hospitalized with influenza a subtypes H7N9, H5N1, and 2009 pandemic H1N1",Clinical Infectious Diseases,101,"China, United Kingdom, Hong Kong, Singapore, United States, Viet Nam","clinical epidemiology, influenza A(H5N1), influenza A(H7N9)",2014
H5N1 influenza A virus PB1-F2 relieves HAX-1- mediated restriction of avian virus polymerase PA in human lung cells,Journal of Virology,18,Switzerland,"H5N1, HAX-1, Influenza A virus, PA, PB1-F2, Polymerases, Zoonosis",2018
Differential RNA silencing suppression activity of NS1 proteins from different influenza A virus strains,Journal of General Virology,48,Netherlands,,2009
"Synthesis, antiviral, and cytotoxic investigation of imidazo[4,5-a]acridones",Medicinal Chemistry Research,13,,"3H-imidazo[4′,5′:3,4]benzo [c] isoxazole, 5-Nitrobenzimidazoles, Antiviral, Cytotoxic, Imidazo[4,5-a]acridone",2015
A Kinetic Study on the in Vitro Covalent Binding of Polycyclic Hydrocarbons to Nucleic Acids Using Epidermal Homogenates as the Activating System,Cancer Research,17,United States,,1977
The PB1 segment of an influenza A virus H1N1 2009pdm isolate enhances the replication efficiency of specific influenza vaccine strains in cell culture and embryonated eggs,Journal of General Virology,15,"Germany, Egypt",,2016
Incremental conductance levels of GABA(A) receptors in dopaminergic neurones of the rat substantia nigra pars compacta,Journal of Physiology,34,France,,1999
"Synthesis and biological evaluation of substituted [18F] imidazo[1,2-a]pyridines and [18F]pyrazolo[1,5-a]pyrimidines for the study of the peripheral benzodiazepine receptor using positron emission tomography",Journal of Medicinal Chemistry,148,Australia,,2008
"Antimalarial Pyrido[1,2- a]benzimidazole Derivatives with Mannich Base Side Chains: Synthesis, Pharmacological Evaluation, and Reactive Metabolite Trapping Studies",ACS Infectious Diseases,31,"Switzerland, South Africa","4-aminophenol, amodiaquine, Mannich base, Plasmodium falciparum, pyrido[1,2- a]benzimidazoles, reactive metabolite",2019
"Ruthenium(II)-Catalyzed Selective C-H Bond Activation of Biindoles and Coupling with Sulfoxonium: An Efficient Access to Pyrido[1,2-a:4,3-b′]diindole frameworks",Synlett,0,India,"benzoindolozinoindoles, C-H bond activation, pyridodiindoles, ruthenium catalysis, sulfoxonium ylides",2023
"Ultrasound-promoted green synthesis of pyrido[2,1-a]isoquinoline derivatives and studies on their antioxidant activity",Combinatorial Chemistry and High Throughput Screening,7,,"Alkyl bromide, Diels-alder reactions, Four-component reaction, Isoquinoline, Phthalaldehyde, Triphenylphosphine",2021
"Synthesis, in vitro antiproliferative activities, and Chk1 inhibitory properties of dipyrrolo[3,4-a:3,4-c]carbazole-triones",Tetrahedron,26,France,"Antitumor agents, Chk1 inhibitors, Dipyrrolo[3,4-a:3,4-c]carbazole-1,4,6-trione, Dipyrrolo[3,4-a:3,4-c]carbazole-3,4,6-trione, Granulatimide",2006
Differential expression of γ-aminobutyric acid-A receptor subunits in rat dorsal and ventral hippocampus,Journal of Neuroscience Research,51,Greece,"Cognition, Epilepsy, GABA<sub>A</sub> subtypes, Inhibition, Septotemporal",2005
"Design, synthesis and cytotoxicity evaluation of new 2-aryl-5, 6-dihydropyrrolo[2, 1-a]isoquinoline derivatives as topoisomerase inhibitors",Iranian Journal of Pharmaceutical Research,19,,"Cytotoxicity, Molecular modeling, Pyrrolo[2,1-a]isoquinolines, Topoisomerase Inhibitors",2014
"Synthesis, antimicrobial activity and cytotoxic investigation of novel trifluoromethylated tetrazolo[1,5-a]pyrimidines",Medicinal Chemistry Research,14,"Brazil, Portugal","Antimicrobial activities, Cytotoxicity activity, Tetrazolo[1,5-a]pyrimidine, Trifluoromethyl, β-alcoxyvinylketones",2017
A Dutch highly pathogenic H5N6 avian influenzavirus showed remarkable tropism for extra-respiratory organs and caused severe disease but was not transmissible via air in the ferret model,mSphere,6,Netherlands,"ferret, H5N6, HPAI, influenza, pathogenesis, risk assessment, transmission",2023
"Microwave-mediated regioselective synthesis of novel pyrimido[1,2-a]pyrimidines under solvent-free conditions",Tetrahedron,68,"Austria, Belgium, Russian Federation","Biginelli compounds, Microwave, Pyrimidine, Solvent-free conditions",2001
Ongoing transmission of avian influenza A viruses in Hong Kong despite very comprehensive poultry control measures: A prospective seroepidemiology study,Journal of Infection,13,Hong Kong,"Avian influenza, Epidemiology, H5N1, H7N9, H9N2, Hong Kong, Seroprevalence",2016
An intranasal virus-like particle vaccine broadly protects mice from multiple subtypes of influenza a virus,mBio,75,United States,,2015
"2 A,3 A-Alloepithio-2 A,3 A- dideoxy-β-cyclodextrin: Synthesis and application in the construction of rigid elliptical cavities with functionality at the secondary hydroxyl side",Tetrahedron Letters,9,Japan,"3,6-Anhydroglucoside, Cyclodextrin, Episulfide, Modification, Thiirane, Thiol",2004
Toward a Systematic Nomenclature for (Neo)Lignanamides,Journal of Natural Products,12,"Australia, China, France, Japan, Netherlands",,2021
"Synthesis and computational studies of novel fused pyrimidinones as a promising scaffold with analgesic, anti-inflammatory and COX inhibitory potential",European Journal of Medicinal Chemistry,11,Egypt,"Analgesic, Anti-inflammatory, Fused pyrimidinones, Pharmacophore, QSAR study",2021
"Synthesis of the calothrixins, pentacyclic indolo[3,2-j]phenanthridine alkaloids, using a biomimetic approach",Tetrahedron,44,United Kingdom,,2007
"4-(3-Methoxyphenyl)-1-substituted-4H-[1,2,4]triazolo[4,3-a] quinazolin-5-ones: New class of H1-antihistaminic agents",Pharmazie,6,India,,2009
Full-length human surfactant protein A inhibits influenza A virus infection of A549 lung epithelial cells: A recombinant form containing neck and lectin domains promotes infectivity,Immunobiology,25,"United Kingdom, Saudi Arabia","Influenza A virus, Innate immunity, Pulmonary collectins, Surfactant protein A",2019
"One-pot sequential regioselective intramolecular synthesis of furo[3,2-c]chromen and imidazo[1,2-a]pyridine via catalyst-free and basic conditions",Journal of Heterocyclic Chemistry,0,,,2023
External Quality Control of Direct Antigen Tests to Detect Group A Streptococcal Antigen,European Journal of Clinical Microbiology and Infectious Diseases,6,Switzerland,,2003
Mink is a highly susceptible host species to circulating human and avian influenza viruses,Emerging Microbes and Infections,28,"China, United Kingdom, United States","avian influenza virus, human influenza virus, Mink (Mustelidae), reassortment, surveillance",2021
"Insights into selenylation of imidazo[1,2-a]pyridine: synthesis, structural and antimicrobial evaluation",New Journal of Chemistry,28,India,,2017
"A three-component cyclocondensation reaction for the synthesis of new triazolo[1,5-a]pyrimidine scaffolds using 3-aminotriazole, aldehydes and ketene N,S-acetal",Molecular Diversity,4,,"3-Aminotriazole, Ketene acetal, Multicomponent reaction, Schiff base, Triazolo[1,5-a]pyrimidine",2021
A competent multi component synthesis new triazolopyrimidines,Journal of Chemical and Pharmaceutical Research,1,India,"[1,2,4]triazolo[1,5-a]pyrimidines, Acetoacetamides, Triazole condensation synthesis",2012
"Studies on novel bacterial translocase I inhibitors, A-500359s: V. Enhanced production of capuramycin and A-500359 A in Streptomyces griseus SANK 60196",Journal of Antibiotics,14,Japan,"A-500359 A, Capuramycin, Translocase I",2006
Denaturation and Renaturation Studies of Benzo[a]pyrene Metabolite Modified DNAs,Biochemistry,8,United States,,1987
Generation of an avian influenza DIVA vaccine with a H3-peptide replacement located at HA2 against both highly and low pathogenic H7N9 virus,Virulence,3,China,"Avian influenza virus, competitive inhibition ELISA, DIVA, H7N9, recombinant vaccine",2022
Natural influenza infection produces a greater diversity of humoral responses than vaccination in immunosuppressed transplant recipients,American Journal of Transplantation,6,"Canada, Switzerland, Spain, United States","complication: infectious, infection and infectious agents - viral: influenza, infectious disease, translational research / science, vaccine",2021
"Botany, phytochemistry, pharmacology, and applications of Pandanus amaryllifolius Roxb.: A review",Fitoterapia,1,China,"Applications, Pandanus amaryllifolius Roxb., Pharmacology, Phytochemistry",2024
Genesis and pathogenesis of the 1918 pandemic H1N1 influenza a virus,Proceedings of the National Academy of Sciences of the United States of America,184,"United Kingdom, United States","Cohort immunity, Pathogenicity, Phylogeny, Reassortment, Virulence",2014
"The formation of dihydrodiols by the chemical or enzymic oxidation of benz[a]anthracene and 7,12-dimethylbenz[a]anthracene",Chemico-Biological Interactions,74,"United Kingdom, Italy",,1978
"Synthesis of 9,9-disubstituted 9H-pyrrolo[1,2-a]indoles by hydriodic acid-catalyzed cyclization of 1-[2-(1-aryl(or methyl)ethenyl)phenyl]-1H-pyrroles",Helvetica Chimica Acta,6,Japan,"9H-Pyrrolo[1,2-a]indoles, Benzyl cation, Catalysis, Cyclization reactions, Hydriodic acid, Styrenes",2011
"Hantzsch-like reaction of isoquinoline-1-acetonitrile in synthesis of 4H-pyrido[2,1-a]isoquinolines with antibacterial evaluation",Journal of Heterocyclic Chemistry,1,Egypt,,2023
"Inhibition of influenza A virus by mixed siRNAs, targeting the PA, NP, and NS genes, delivered by hybrid microcarriers",Antiviral Research,9,"United Kingdom, Russian Federation","Hybrid microcontainers, Influenza A virus, RNAi therapy, siRNA delivery",2018
"Synthesis of dispiro[oxindole-pyrrolidine]-thiazolo[3,2-a][1,3,5]triazines by 1,3-dipolar cycloaddition",Journal of Heterocyclic Chemistry,9,China,,2011
"Reactions with heterocyclic amidines: New routes for the synthesis of novel azolo[1,5-a]pyrimidine, benzo[4,5]imidazo[1,2-a]pyrimidine, some pyridine, pyran and pyrazole derivatives containing the antipyrine moiety",Acta Chimica Slovenica,24,Egypt,"Azolo[1,5-a]pyrimidines, Benzo[4,5]imidazo[1,2-a]pyrimidine, Pyrans",2002
The Postmodernism's Pluralism – Half a Century of Evolution in Anticipation of a New Great Style,Civil Engineering and Architecture,2,Kazakhstan,"A Creative Process, A Deconstructivism, A Historicism, A Modernism, A Neo-Formalism, A Pan-Metaphorism, A Postmodernism, A Regionalism, A Stylistic Pluralism, A World Architectural Process, An Architectural Shaping",2022
A zanamivir dimer with prophylactic and enhanced therapeutic activity against influenza viruses,Journal of Antimicrobial Chemotherapy,16,"Australia, United States","Neuraminidase inhibitors, Oseltamivir-resistant influenza virus, Prophylactic therapy",2014
Oxidation of carcinogenic benzo[a] pyrene by human and rat cytochrome P450 1A1 and its influencing by cytochrome b5 - A comparative study,Neuroendocrinology Letters,17,Germany,"Benzo[a] pyrene, Human and rat cytochrome P450 1A1, Human carcinogen, Metabolism, NADPH:cytochrome P450 reductase",2013
Stressor exposure of male and female juvenile mice influences later responses to stressors: Modulation of GABA A receptor subunit mRNA expression,Neuroscience,17,Canada,"Female, GABA, Juvenile, Male, Receptor, Stress",2012
"Synthesis and biological activity of pyrazolothienotetrahydroisoquinoline and [1,2,4]triazolo[3,4-a]thienotetrahydroisoquinoline derivatives",European Journal of Medicinal Chemistry,48,Egypt,"Antimicrobial activity, Hydrazinotetrahydroisoquinoline, Pyrazolothienotetrahydroisoquinoline, Triazolothienotetrahydroisoquinoline",2011
"The metabolic activation of benz[a]anthracene in hamster embryo cells: Evidence that diol-epoxides react with guanosine, deoxyguanosine and adenosine in nucleic acids",Chemico-Biological Interactions,17,United Kingdom,"anti-BA-3,4-diol 1,2-oxide, t-3,r-4-dihydroxy-t-1,2-oxy-1,2,3,4-tetrahydrobenz[a]anthracene, anti-BA-8,9-diol 10,11-oxide, r-8,t-9-dihydroxy-t-10,11-oxy-8,9,10,-11-tetrahydrobenz[a]anthraene, anti-BP-7,8-diol 9,10-oxide, r-7,t-8-dihydroxy-t-9,10-oxy-7,8,9,10-tetrahydrobenzo[a]pyrene, BA, BA-3,4-diol, trans-3,4-dihydro-3,4-dihydroxybenz[a]anthracene, BA-8,9-diol, trans-8,9-dihydro-8,9-dihydroxybenz[a]anthracene, benzo[a]pyrene, benz[a]anthracene, BP, high pressure liquid chromatography, HPLC, TMS, trimethylsilyl",1980
"Design, Synthesis, and Evaluation of the Anticancer Properties of a Novel Series of α-(Benzoylamino)-β-substituted Acrylic Amide Derivatives of Pyrazolo[1,5-a]pyrimidine",Journal of Heterocyclic Chemistry,7,India,,2018
"Novel multi-component synthesis of 1,4-disubstituted pyrrolo[1,2-a]quinoxalines through palladium-catalyzed coupling reaction/hetero-annulation in water",Tetrahedron,44,,"Multi-component reaction, Palladium-catalyzed reaction, Propargyl alcohol, Pyrrolo[1,2-a]quinoxaline",2016
Profile of the Alere i Influenza A & B assay: a pioneering molecular point-of-care test,Expert Review of Molecular Diagnostics,12,"China, United States","Influenza viruses A and B, isothermal nucleic acid amplification technology, nasal swabs, nasopharyngeal swabs, nicking enzyme amplification reaction, rapid molecular diagnosis",2018
"Influence of 6- or 8-substitution on the antiviral activity of 3-arylalkylthiomethylimidazo[1,2-a]pyridine against human cytomegalovirus (CMV) and varicella-zoster virus (VZV): Part II",Bioorganic and Medicinal Chemistry,104,"Belgium, France","Antiviral drugs, Human cytomegalovirus (HCMV), Imidazo[1,2-a]pyridine, Varicella-zoster virus (VZV)",2008
The role of A-kinase anchoring proteins in cancer development,Cellular Signalling,38,Switzerland,"A-kinase anchoring protein (AKAP), Cancer, Cyclic AMP, Protein kinase A, Signal transduction",2017
PAR1 contributes to influenza A virus pathogenicity in mice,Journal of Clinical Investigation,79,"Belgium, Germany, France, Netherlands, United States",,2013
