Title,Source title,Cited by,Authors Country,Author Keywords,Year
Target-modulated competitive binding and exonuclease I-powered strategy for the simultaneous and rapid detection of biological targets,Biosensors and Bioelectronics,14.0,China,"ATP, cyt c, Exonuclease I-Powered signal molecule release, Simultaneous multiple-target detection, UiO-67",2022
"The direct electrochemical synthesis of Cu(I), Zn(II), Fe(II) Sn(II), Pb(II) complexes of 1,5-Bis(3-nitroacetophenone) thiocarbohydrazone",Chinese Journal of Inorganic Chemistry,0.0,China,"1,5-bis(3-nitroacetophenone) thiocarbohydrazone, Cu(i), zn(i), fe(i), sn(i), pb(i), Electrochemical synthesis",1999
Correlation of type I insulin-like growth factor receptor (IGF-I-R) and insulin receptor-related receptor (IRR) messenger RNA levels in tumor cell lines from pediatric tumors of neuronal origin,Regulatory Peptides,8.0,Germany,"Insulin receptor-related receptor (IRR), Soft tissue sarcoma, Type I insulin-like growth factor-I receptor (IGF-I-R), neuroblastoma, Tyrosine kinase",1999
EZH2 Inhibition Interferes With the Activation of Type I Interferon Signaling Pathway and Ameliorates Lupus Nephritis in NZB/NZW F1 Mice,Frontiers in Immunology,24.0,"China, United States","enhancer of zeste homolog 2, epigenetics, multivalent therapeutic target, systemic lupus erythematosus, type I interferon",2021
Composite Zonal Scaffolds of Collagen I/II for Meniscus Regeneration,ACS Biomaterials Science and Engineering,1.0,Colombia,"collagen composite scaffolds, collagens I and II, meniscal substitutes, tissue engineering",2024
The effect of anchor residue modifications on the stability of major histocompatibility complex class I‐peptide interactions,European Journal of Immunology,39.0,"Netherlands, United States","Anchor residues, Major histocompatibility complex class I, Major histocompatibility complex class I conformation, Major histocompatibility complex class I‐peptide stability, Peptide binding",1993
"Allosteric inhibition of topoisomerase I by pinostrobin: Molecular docking, spectroscopic and topoisomerase I activity studies",Journal of Photochemistry and Photobiology B: Biology,27.0,India,"DNA binding, Molecular docking, Topoisomerase I inhibitor",2017
Differential expression of transforming growth factor-β type I and II receptors by pulmonary cells in bleomycin-induced lung injury: Correlation with repair and fibrosis,Experimental Lung Research,28.0,Canada,"Alveolar epithelial cells, Bleomycin, Pulmonary fibroblasts, Pulmonary fibrosis, TGFβ receptors, TGF-β",2002
Characterization of high affinity receptors for insulin-like growth factors I and II on rat anterior pituitary cells,Endocrinology,106.0,United States,,1984
The role of human T cell lymphotropic virus type I Tax in the development of cutaneous T cell lymphoma,Annals of the New York Academy of Sciences,27.0,United States,"HTLV-I, HTLV-I Tax, P40 Tax, Tax mRNA",2001
Type-I-interferon-responsive microglia shape cortical development and behavior,Cell,16.0,United States,"cortical development, microglia, neuroimmunity, phagocytosis, somatosensory cortex, tactile hypersensitivity, type I interferon",2024
Insulin-Like Growth Factor I Resistancein Peripheral Tissue But Notin Liverin Streptozotocin-Induced Diabetic Rats,Endocrine Journal,5.0,Japan,"Glucose clamp, IGF-I, IGF-I resistance, Insulin resistance, Streptozotocin",1995
Husserl’s Notion of the Pure I The Transition from Nonegological to Egological Phenomenology; [Husserlov pojam čistog Ja Prijelaz s neegološke na egološku fenomenologiju],Filozofska Istrazivanja,0.0,Serbia,"egology, I-pole, I-substrate, phenomenology, pure I, subject",2023
Computational evaluation of phytochemicals targeting DNA topoisomerase I in Leishmania donovani: molecular docking and molecular dynamics simulation studies,Journal of Biomolecular Structure and Dynamics,0.0,India,"DNA topoisomerase I, Indian medicinal plants, Leishmania donovani, phytochemicals, Visceral leishmaniasis",2024
123 I-meta-iodobenzylguanidine single-photon emission computerized tomography/computerized tomography scintigraphy in the management of neuroblastoma,Indian Journal of Nuclear Medicine,2.0,United Kingdom,"123 I-meta-iodobenzylguanidine scintigraphy, 123 I-meta-iodobenzylguanidine single-photon emission computerized tomography/computerised tomography, high-risk neuroblastoma, standardised uptake value",2021
Structural Differences between Type I and Type IV Collagen in Biological Tissues Studied in vivo by Attenuated Total Reflection/Fourier Transform Infrared Spectroscopy,Applied Spectroscopy,20.0,Japan,"ATR spectroscopy, Biological tissues, Collagen, FT-IR, Infrared, Nondestructive analysis",1992
Reaction mechanism of decomposition of phosphine-bridged Pd(I)-Pd(I) dimers into Pd(II) monomers by molecular iodine,Journal of Molecular Liquids,0.0,Japan,"Association of I<sub>2</sub>, Dehalogenation, Heterolytic decomposition, Pd(I)-Pd(I) dimer, Pd(II)-Pd(II) intermediate decomposition, Reaction mechanism",2024
The influence of insulin on secretion of IGF-I and IGFBP- I in cultures of human endometrial stromal cells,Chinese Medical Journal,12.0,China,"Endometrial stromal cell, Estradiol, IGF-I, IGFBP-I, Insulin, Progesterone",2003
"Endogenous, or therapeutically induced, type i interferon responses differentially modulate Th1/Th17-mediated autoimmunity in the CNS",Immunology and Cell Biology,37.0,Germany,"experimental autoimmune encephalomyelitis, interferon-beta, new therapy approach",2012
Online I-V Tracer for per string monitoring and maintenance of PV panels,Proceedings: IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society,8.0,India,"Circuit topology, Condition monitoring, Fault diagnosis, I-V curves, I-V tracers, Solar panels, Solar power generation",2018
Alveolar macrophages can control respiratory syncytial virus infection in the absence of Type I interferons,Journal of Innate Immunity,48.0,United Kingdom,"Macrophages, Pattern recognition receptors, Type I interferons",2016
Red-COLA1: a human fibroblast reporter cell line for type I collagen transcription,Scientific Reports,7.0,"Singapore, United States",,2020
"Alterations in IGF-I, BDNF and NT-3 levels following experimental brain trauma and the effect of IGF-I administration",Experimental Neurology,59.0,Greece,"Brain injury, Brain trauma, Brain-derived neurotrophic factor (BDNF), Gliosis, Insulin-like Growth Factor-I (IGF-I), Neuroprotection, Neurorepair, Neurotrophin-3 (NT-3)",2004
        89Zr-labeled PSMA ligands for pharmacokinetic PET imaging and dosimetry of PSMA-617 and PSMA-I&T: a preclinical evaluation and first in man,European Journal of Nuclear Medicine and Molecular Imaging,28.0,"Germany, Netherlands","Lutetium-177, Preclinical tumor model, Prostate cancer, PSMA I&T, PSMA-617, Radioligand therapy, Zirconium-89",2022
Ultrasound-assisted alkali extraction of RG-I enriched pectin from thinned young apples: Structural characterization and gelling properties,Food Hydrocolloids,2.0,China,"Gel strength, RG-I enriched pectin, Thinned young apple, Ultrasound-assisted alkaline method",2024
Structure and function of H-2 T (Tla) region class I MHC molecules,Critical Reviews in Immunology,36.0,United States,"antigen presentation, class I molecule, major histocompatibility complex, mouse, T lymphocyte",1994
Enhanced killing of cancer cells by poly(ADP-ribose) polymerase inhibitors and topoisomerase I inhibitors reflects poisoning of both enzymes,Journal of Biological Chemistry,89.0,"Canada, United States",,2012
Poly(I:C) potentiates Bacillus Calmette–Guérin immunotherapy for bladder cancer,"Cancer Immunology, Immunotherapy",23.0,Canada,"BCG, Bladder cancer, Immunotherapy, Mouse model, Poly(I:C), TLR",2016
The peak levels of highly sensitive troponin I predicts in-hospital mortality in COVID-19 patients with cardiac injury: A retrospective study,European Heart Journal: Acute Cardiovascular Care,13.0,China,"Cardiac injury, COVID-19, Levels of troponin I at admission, Mortality, Peak levels of troponin I",2021
Long-term IGF-I treatment of children with Laron syndrome increases adiposity,Growth Hormone and IGF Research,49.0,Israel,"Body composition, IGF-I adipogenic effect, IGF-I treatment, Laron syndrome, Obesity, Primary GH insensitivity",2006
A new rhodium(I) NHC complex inhibits TrxR: In vitro cytotoxicity and in vivo hepatocellular carcinoma suppression,European Journal of Medicinal Chemistry,54.0,China,"Apoptosis, Hepatocellular carcinoma, Reactive oxygen species, Rhodium(I) NHC complexs, Thioredoxin reductase, UHUBCTISWSXLOK-UHFFFAOYSA-A",2019
IKKβ-I-κB-c-Rel/p50: A new axis of NF-κB activation in lung epithelial cells,Oncogenesis,7.0,India,"c-Rel, cigarette smoke, I-κB, NF-κB",2012
Naked RNA vaccine controls tumors with down-regulated MHC class I expression through NK cells and perforin-dependent pathways,European Journal of Immunology,16.0,United States,"HPV, Naked RNA replicon vaccine, NK cells, Tumor evasion, Tumor with down-regulated MHC class I expression",2004
"                         Current concepts of                          131                         I therapy in oncology: Indications, methods and follow up                     ",Archive of Oncology,4.0,Serbia,"Adrenal Gland Neoplasms, Carcinoma, Hepatocellular, Iodine Radioisotopes, Oncology, Medical, Radioimmunotherapy, Thyroid Neoplasms",2006
(-)-Epigallocatechin-3-gallate enhances poly I:C-induced interferon-λ1 production and inhibits hepatitis C virus replication in hepatocytes,World Journal of Gastroenterology,6.0,"China, United States","(-)-Epigallocatechin-3-gallate, Hepatitis C virus, IFN-stimulated genes, IFN-λ1, Retinoic acid-inducible gene I, Toll-like receptor 3",2017
The seroepidemiology of human T-lymphotropic viruses: Types I and II in Europe: A prospective study of pregnant women,Journal of Acquired Immune Deficiency Syndromes,68.0,"Belgium, Germany, Spain, France, United Kingdom, Italy, Portugal, Sweden","Epidemiology, HTLV-I, HTLV-II, Pregnant women, Western Europe",2005
The regulation of type i interferon production by paramyxoviruses,Journal of Interferon and Cytokine Research,80.0,United Kingdom,,2009
Higher-Order I-Section Beam Analysis Using Recursive Analysis; [재귀 분석법을 이용한 고차의 I보 해석 기법],"Transactions of the Korean Society of Mechanical Engineers, A",0.0,,"Cross-Sectional Deformation, I-Section Beam Higher-Order Beam Theory, Recursive Analysis, Sectional Shape Function",2023
Impaired primary mouse myotube formation on crosslinked type i collagen films is enhanced by laminin and entactin,Acta Biomaterialia,17.0,Netherlands,"Collagen, ECM (extracellular matrix), Laminin, Muscle, Myotubes",2016
"Tolerogenic dendritic cells specific for β2-glycoprotein-I Domain-I, attenuate experimental antiphospholipid syndrome",Journal of Autoimmunity,26.0,"Israel, United States","Antiphospholipid syndrome, Domain-I, Domain-V, Tolerogenic dendritic cells, β2-glycoprotein-I",2014
Simultaneous Non-contact I-V (NCIV) Measurements of Photovoltaic Substrings and Modules in a String,Conference Record of the IEEE Photovoltaic Specialists Conference,4.0,United States,"durability, IV tracers, O&M, Photovoltaics, reliability, strings, sub-strings",2021
Lung-targeted delivery of nsp12 siRNAs restores host type I interferon responses,Chemical Engineering Journal,0.0,China,"Cationic liposomes (CLs), Nsp12, RBD-11b, SARS-CoV-2, siRNAs, Type I interferon (IFN-I) responses",2024
N-Quinary heterocycle-4-sulphamoylbenzamides exert anti-hypoxic effects as dual inhibitors of carbonic anhydrases I/II,Bioorganic Chemistry,8.0,China,"Anti-hypoxic activity, Docking simulation, Dual hCA I/II inhibitor, Human carbonic anhydrase, N-quinary heterocycle-4-sulphamoylbenzamide",2020
Tumor necrosis factor and immune interferon synergistically increase transcription of HLA class I heavy- and light-chain genes in vascular endothelium,Proceedings of the National Academy of Sciences of the United States of America,101.0,United States,"Cytokines, Interferon β, Major histocompatibility complex, Tumor necrosis factor receptors, β<sub>2</sub>-microglobulin",1990
Structural basis for inhibition of Aspergillus niger xylanase by Triticum aestivum xylanase inhibitor-I,Journal of Biological Chemistry,116.0,Belgium,,2004
"Poly(I : C) induces expressions of MMP-1, -2, and -3 through various signaling pathways including IRF3 in human skin fibroblasts",Journal of Dermatological Science,10.0,,"IRF3, MMP, Poly(I:C), TLR3",2015
Effects of biocompatible Nanofillers on mixed-mode I and II fracture toughness of PMMA base dentures,Journal of the Mechanical Behavior of Biomedical Materials,35.0,,"Biocompatible nano-particles, Inclined edge crack asymmetric bend beam, Mixed mode I/II fracture study, PMMA base denture, Toughening",2020
"Structural insights of Labeo catla (catla) myxovirus resistance protein,GTP binding recognition and constitutive expression induced with Poly I:C",Journal of Biomolecular Structure and Dynamics,2.0,India,"guanosine triphosphate, interferon type I, molecular dynamics simulation, Myxovirus resistance proteins, open reading frames, poly I: C",2024
Design of mono-symmetric I-sections under combined load cases by the Overall Interaction Concept,Thin-Walled Structures,4.0,Canada,"Combined load cases, Mono-symmetric I-sections, Overall Interaction Concept",2023
A minimal RNA ligand for potent RIG-I activation in living mice,Science Advances,78.0,United States,,2018
Chronic type I interferon signaling promotes lipid-peroxidation-driven terminal CD8+ T cell exhaustion and curtails anti-PD-1 efficacy,Cell Reports,29.0,Hong Kong,"anti-PD-1 therapy resistance, CD8<sup>+</sup> T cell exhaustion, chronic IFN-I signaling, CP: Immunology, dysregulated lipid metabolism",2022
Poly (I:C) and imiquimod induced immune responses and their effects on the survival of olive flounder (Paralichthys olivaceus) from viral haemorrhagic septicaemia,Fish and Shellfish Immunology,18.0,India,"Imiquimod, Interferon, Mx, Olive flounder (Paralichthys olivaceus), Poly (I:C), TLR, VHSV",2017
"Endogenous sex steroid, GH and IGF-I levels in normal elderly men: Relationships with bone mineral density and markers of bone turnover",Journal of Endocrinological Investigation,14.0,,"Bone mineral, Bone turnover, Estradiol, IGF-I, Male, Testosterone",2001
Fibrewise I-proximity Space,Journal of Interdisciplinary Mathematics,0.0,Iraq,"54E05, 54E15, 54E17, fibrewise I-proximity space (FIPS), fibrewise R<sub>0</sub>-I-proximity (FR<sub>0</sub>-IP), Fibrewise T<sub>0</sub>-I-proximity space (FT<sub>0</sub>-PS), fibrewise ρ-regular (F<sub>ρ</sub> -R)",2021
Contribution of the interaction between the rabies virus P protein and I-kappa B kinase ε to the inhibition of type I IFN induction signalling,Journal of General Virology,23.0,Japan,,2016
Risk of human T-lymphotropic virus type I-associated diseases in Jamaica with common HLA types,International Journal of Cancer,17.0,"Jamaica, Japan, United States","Human leukocyte antigens (HLA), Human T-lymphotropic virus type I (HTLV-I), Myelopathy, T-cell lymphoma, Viral load",2007
Growth and obesity and its association with plasma level of steroid hormones and insulin-like growth factor-I (IGF-I) in Slovak female students,Bratislava Medical Journal,10.0,Slovakia,"Estradiol, Growth, IGF-I, Obesity, Progesterone, Testosterone",2013
Cloning of qiantang river triangular bream (Megalobrama terminalis) IGF-I gene and expression of the recombinant pre-IGF-I in escherichia coli,Applied Biochemistry and Biotechnology,1.0,China,"Antigenicity, Cloning, Insulin-like growth factor-I (IGF-I), Prokaryotic expression, Qiantang River triangular bream (Megalobrama terminalis)",2008
"Design, Analysis, and Simulation of I/O Architectures for Hypercube Multiprocessors",IEEE Transactions on Parallel and Distributed Systems,25.0,United States,"Data distribution, hypercubes, I/O embedding, multiple-disk systems, multiprocessors, performance evaluation, scientific applications",1990
Association of Fcy receptor IIIA variant with a subset of anti-Topoisomerase I-positive patients in systemic sclerosis: A descriptive pilot study,Rheumatology International,1.0,France,"Anti-centromereantibodies, Anti-Topoisomerase I antibodies, Autoantibody-dependent cell-mediated cytotoxicity, Systemic sclerosis FCGR3A polymorphism",2012
In vivo and in vitro binding of [125I]I-R-(+)-TISCH: A dopamine D1 receptor ligand for studying pancreatic β-cell mass,Journal of Labelled Compounds and Radiopharmaceuticals,1.0,"China, United States","dopamine D<sub>1</sub> receptor, pancreas, [<sup>125</sup>I]I-R-(+)-TISCH, β-Cell mass",2022
Suppression of Type I Interferon Signaling in Myeloid Cells by Autoantibodies in Severe COVID-19 Patients,Journal of Clinical Immunology,1.0,Japan,"Autoantibody, BCR repertoires, COVID-19, Epitope mapping, Single-cell RNA sequencing, Type I IFNs",2024
Teleost-specific TLR25 identified from Schizothorax prenanti may recognize bacterial/viral components and activate NF-κB and type I IFNs signaling pathways,Fish and Shellfish Immunology,21.0,China,"LPS, NF-κB, Poly(I:C), Signaling pathway, TLR25, Type I IFNs",2018
Experimental and numerical studies of S960 ultra-high strength steel welded I-sections under combined compression and minor-axis bending,Engineering Structures,27.0,"United Kingdom, Singapore","Combined loading, Cross-section behaviour, Design interaction curves, Eccentric compression tests, Finite element modelling, Grade S960 ultra-high strength steel, Welded I-sections",2021
Methodology and Application of HPC: I/O Characterization with MPIProf and IOT,"Proceedings of ESPT 2016: 5th Workshop on Extreme-Scale Programming Tools - Held in conjunction with SC 2016: The International Conference for High Performance Computing, Networking, Storage and Analysis",4.0,United States,"Lustre, MPI I/O, POSIX I/O, Stripe count",2017
Halocuprates(I) crystallising with the Ph3PNPPh3+ cation: Preparation and structural characterisation of (Ph3PNPPh3)2[Cu4Br6] and (Ph3PNPPh3)[CuBrCl],Inorganica Chimica Acta,11.0,Sweden,"Bis(triphenylphosphoranylidene)ammonium, Bromocuprate(I), Chlorocuprate(I), Copper(I), Crystal packing, Halide",2002
Synthesis and characterization of copper(I) complexes of dimethyldipicolinate (dmdp) and X-ray structure of the mononuclear six-coordinate complex [Cu(dmdp)2]ClO4,Polyhedron,19.0,"Austria, Egypt","Copper(I) complexes, Crystal structures, Dimethyldipicolinate complexes, Hexa-coordinate copper(I), Spectra, Synthesis",2003
Type i interferon production by nucleic acid-stimulated dendritic cells,Frontiers in Bioscience,8.0,Japan,"Adjuvant, Autoimmunity, CDC, Dendritic cells, IKK, IRF, NF-kappaB, Nucleic acid, PDC, Psoriasis, Review, RIG-I, Signaling, SLE, Toll-like receptor, Type I IFN",2008
Synthesis and characterization of an antibacterial and non-toxic dimeric peptide derived from the C-terminal region of Bothropstoxin-I,Toxicon,39.0,Brazil,"(p-BthTX-I)<sub>2</sub>, Antimicrobial peptides, BthTX-I, Lys49 PLA<sub>2</sub>, p-BthTX-I, Phospholipase",2015
Mitochondrial bioenergetics and redox state are unaltered in trypanosoma cruzi isolates with compromised mitochondrial complex i subunit genes,Journal of Bioenergetics and Biomembranes,40.0,"Brazil, Colombia","Complex I subunits, Fumarate reductase, Hydrogen peroxide mitochondrial production, Mitochondrial complex I, Mitochondrial membrane potential, NADH oxidation",2009
Novel 4-(4-substituted amidobenzyl)furan-2(5H)-one derivatives as topoisomerase I inhibitors,European Journal of Medicinal Chemistry,19.0,China,"Antitumor, Furan-2(5H)-one, Topoisomerase I, α, β-unsaturated lactones",2017
"Design, synthesis, biological evaluation, and molecular docking studies of quinolone derivatives as potential antitumor topoisomerase I inhibitors",Chemical and Pharmaceutical Bulletin,19.0,China,"Antitumor, Molecular docking, Quinolone derivative, Topoisomerase I",2013
Myriocin-mediated up-regulation of hepatocyte apoA-I synthesis is associated with ERK inhibition,Clinical Science,29.0,Australia,"Apolipoprotein A-I (apoA-I), Atherosclerosis, Extracellular-signal regulated kinase (ERK), Hepatocyte, Myriocin, Sphingolipid",2010
Homozygous Co-Deletion of Type I Interferons and CDKN2A Genes in Thoracic Cancers: Potential Consequences for Therapy,Frontiers in Oncology,10.0,France,"CDKN2A (p16), homozygous deletion, immunotherapy, lung cancer, mesothelioma, STING, type I interferon",2021
Structure-activity relationship of Citrus segment membrane RG-I pectin against Galectin-3: The galactan is not the only important factor,Carbohydrate Polymers,47.0,"China, United States","Carbohydrate active enzymes, Citrus segment membrane, Galectin-3 inhibitor, Polysaccharide, RG-I regions, SEC-MALLS",2020
Activation of type i interferon antiviral response in human neural stem cells,Stem Cell Research and Therapy,25.0,,"IFN, MDA5, Neural stem cells, RIG-I, Zika virus",2019
Declining Levels and Bioavailability of IGF-I in Cardiovascular Aging Associate With QT Prolongation–Results From the 1946 British Birth Cohort,Frontiers in Cardiovascular Medicine,0.0,United Kingdom,"cardiac repolarization, IGF-I (insulin-like growth factor-I), IGF-I/IGFBP-3 molar ratio, IGF-II, IGFBP-3, QTc interval prolongation",2022
An improved flexural design procedure of steel plate I-girders considering elastic lateral torsional buckling at elevated temperatures,Structural Design of Tall and Special Buildings,0.0,,"elastic lateral torsional buckling, elevated temperatures, flexural design, slenderness parameters, steel plate I-girder",2024
Low prevalence of infection by HTLV-I in populations at risk for HIV in Djibouti,Annales de l'Institut Pasteur Virology,4.0,"Djibouti, Egypt, United States","AIDS, Djibouti, Djibouti, HIV, HIV, HTLV-I, HTLV-I, Prevalence, Prévalence, SIDA",1988
In vivo synthesis of complex N-glycans by expression of human N-acetylglucosaminyltransferase I in the filamentous fungus Trichoderma reesei,FEBS Letters,34.0,"Belgium, Finland","Cellobiohydrolase I, Fungus, N-acetylglucosaminyltransferase I, Trichoderma reesei",1999
A new individualization marker of semen: Deoxyribonuclease I (DNase I) polymorphism,Forensic Science International,15.0,Japan,"Activity staining, Deoxyribonuclease I (DNase I) polymorphism, Dried agarose gel film-overlay method, Isoelectric focusing, Semen",1992
Unraveling the complexity of mitochondrial complex i assembly: A dynamic process,Biochimica et Biophysica Acta - Bioenergetics,96.0,Netherlands,"Assembly factors, Complex I assembly, Human complex I, Mitochondria, Mitochondrial disorders",2016
In-situ I/O processing: A case for location flexibility,"PDSW'11 - Proceedings of the 6th Parallel Data Storage Workshop, Co-located with SC'11",12.0,"Georgia, United States","analytics, I/O, in-situ processing, placement, staging",2011
Role of IPS-1 in type I IFN induction,Nippon rinsho. Japanese journal of clinical medicine,7.0,Japan,,2006
How RIG-I like receptors activate MAVS,Current Opinion in Virology,174.0,United States,,2015
Activation of the human α1(I) collagen promoter by leptin is not mediated by transforming growth factor β responsive elements,Biochemical and Biophysical Research Communications,14.0,United States,"Leptin, Stellate cells, Transforming growth factor β, α<sub>1</sub>(I) collagen promoter",2003
Effects of Disease-Causing Mutations on the Conformation of Human Apolipoprotein A-I in Model Lipoproteins,Biochemistry,5.0,United States,,2018
Insulin-like growth factor-I controls BRCA1 gene expression through activation of transcription factor Sp1,Hormone and Metabolic Research,42.0,"Germany, Israel, United States","BRCA1, Breast cancer, IGF-I, IGF-I receptor, Sp1, Transcription",2007
Proton ENDOR spectroscopy of the anion radicals of the chlorophyll primary electron acceptors in type I photosynthetic reaction centres,Chemical Physics,13.0,United Kingdom,"A<sub>0</sub>, chlorophyll primary electron acceptor in photosystem I, A<sub>1</sub>, phylloquinone secondary electron acceptor in photosystem I, A<sub>iso</sub>, isotropic hyperfine coupling constant, BChl, bacteriochlorophyll",2003
"Regulation of signal transduction by enzymatically inactive antiviral RNA helicase proteins MDA5, RIG-I, and LGP2",Journal of Biological Chemistry,147.0,United States,,2009
Revealing the mechanisms of Weishi Huogu I capsules used for treating osteonecrosis of the femoral head based on systems pharmacology with one mechanism validated with in vitro experiments,Journal of Ethnopharmacology,4.0,China,"Absorption, distribution, metabolism and excretion (ADME), Human umbilical mesenchymal stem cells, Osteonecrosis of the femoral head, Systems pharmacology, Traditional Chinese medicine, Weishi Huogu I Capsule",2022
Immunodeficiency in a patient with microcephalic osteodysplastic primordial dwarfism type I as compared to Roifman syndrome,Brain and Development,4.0,Japan,"Corpus callosum dysgenesis, Immunodeficiency, Microcephalic osteodysplastic primordial dwarfism type I (MOPD I), Pachygyria, RNU4ATAC, Roifman syndrome",2021
Cellular uptake of cyclotide MCoTI-I follows multiple endocytic pathways,Journal of Controlled Release,94.0,United States,"Cell penetrating peptides, Cyclotides, Endocytosis, Peptide scaffold",2011
Fatty acids induce L-CPT I gene expression through a PPARα- independent mechanism in rat hepatoma cells,Journal of Nutrition,30.0,France,"Carnitine palmitoyl transferase I, Dominant negative PPARα, Fatty acid-induced gene expression, Hepatoma cell, Recombinant adenovirus",2005
Serum and intratumoural GH and IGF-I concentrations: Prognostic factors in the outcome of canine mammary cancer,Research in Veterinary Science,33.0,"Spain, Portugal","Autocrine, Breast cancer, Canine mammary tumours, Enzyme immunoassay, GH, GH/IGF-I axis, IGF-I, Serum, Tissue",2010
On Some New Classes of I−Convergent Sequences in GNLS,Sahand Communications in Mathematical Analysis,0.0,"Afghanistan, India","Gradual norm, Gradual normed liner space, Gradually I-bounded, Gradually I-Cauchy, Gradually I-convergent",2024
Fulminant myelopathy following neurogenic proximal weakness associated with human T-cell lymphotropic virus type I infection,Internal Medicine,3.0,Japan,"Fulminant myelopathy, HTLV-I-associated myelopathy/tropical spastic paraparesis (HAM/TSP), Human T-cell lymphotropic virus type I (HTLV-I), Lightning pain, Posterior horn",2011
"Performance analysis for noncontiguous I/O using multiple I/O, data sieving and list I/O in peer-to-peer parallel computing","ICCET 2010 - 2010 International Conference on Computer Engineering and Technology, Proceedings",0.0,China,"Data sieving, List I/O, Mulitple I/O, Noncontiguous I/O, Peer-to-peer",2010
Analytical performance of the Pasteur cardiac troponin I assay; [Caractéristiques analytiques du dosage de la troponine I cardiaque Pasteur. Diagnostic spécifique des dommages myocardiques],Immuno-analyse et biologie specialisee,2.0,France,"cardiac troponin I, diagnosis, diagnostic, dommages myocardiques, immunoassay, immunodosage, infarctus du myocarde, myocardial damage, myocardial infarction, troponine I cardiaque",1995
Carbazole Aminoalcohols Induce Antiproliferation and Apoptosis of Human Tumor Cells by Inhibiting Topoisomerase I,ChemMedChem,18.0,China,"antitumor agents, apoptosis, carbazole aminoalcohols, cell-cycle arrest, topoisomerase I",2016
Downregulation of cell surface major histocompatibility complex class i expression is mediated by the left-end transcription unit of fowl adenovirus 9,Viruses,3.0,Canada,"Fowl adenovirus 9, Inclusion body hepatitis, Left end transcription unit, Major histocompatibility complex class I",2021
Up-regulation of cartilage oligomeric matrix protein gene expression by insulin-like growth factor-I revealed by real time reverse transcription- polymerase chain reaction,Acta Biochimica et Biophysica Sinica,10.0,"China, Finland","Cartilage oligomeric matrix protein (COMP), Gene expression, Insulin-like growth factor-I (IGF-I)",2006
"Lack of HTLV-I carriers in the sami, an ethnic group living in the arctic area in norway",Asian Pacific Journal of Cancer Prevention,3.0,"Japan, Norway","HTLV-I, Norway, Prevalence, Sami people",2004
Detection of human T-lymphotropic virus type-I/II env antibodies by immunoassays using recombinant fusion proteins,Diagnostic Microbiology and Infectious Disease,4.0,United States,,1993
The Definition of Two I Antigen Components,Vox Sanguinis,41.0,United States,"Anti‐I<sup>D</sup>, Anti‐I<sup>F</sup>, Cold antibodies, Cord blood, Fetal red cells, I group substance",1971
Electrochemical synthesis and structural characterization of a novel mixed-valence copper (I)-copper (II) complex: {[Bis(ethylenediamine) copper (II)] bis[diiodocuprate (I)]},Molecules,8.0,Germany,"Complex, Copper (I/II), Diiodocuprate(I), Electrosynthesis, Ethylenediamine",2007
Intranasal Delivery of Inactivated Influenza Virus and Poly(I:C) Adsorbed Corn-Based Nanoparticle Vaccine Elicited Robust Antigen-Specific Cell-Mediated Immune Responses in Maternal Antibody Positive Nursery Pigs,Frontiers in Immunology,13.0,United States,"corn-based nanovaccine, cross-protective cell meditated immunity, inactivated SwIAV, intranasal route, maternal antibody, maternally derived antibody positive pigs, Poly(I:C), polyfunctional T cells",2020
Type I interferons as key players in pancreatic β-cell dysfunction in type 1 diabetes,International Review of Cell and Molecular Biology,16.0,Spain,"Candidate genes, Coxsackievirus, IFN signature, Interferon-α, Pancreatic β-cells, Type 1 diabetes, Type I interferons",2021
Insulin-like growth factor I gene polymorphism associated with growth and carcass traits in Thai synthetic chickens,Genetics and Molecular Research,15.0,Thailand,"Growth traits, IGF-I, PCR-RFLP, Pectoralis major, Synthetic chicken, Thai native chicken",2013
Hierarchical models for sharing information across populations in phase I dose-escalation studies,Statistical Methods in Medical Research,7.0,United States,"Concurrent studies, continual reassessment method, hierarchical modeling, multiple cancer populations, phase I",2018
Respiratory chain complex i is a mitochondrial tumor suppressor of oncocytic tumors,Frontiers in Bioscience - Elite,39.0,Austria,"Mitochondria, Mitochondrial DNA, Oncocytic Tumors, Respiratory Chain, Respiratory Chain Complex I, Tumor Suppressor, Warburg Effect",2011
Understanding how coping strategies and quality of life maintain hope in patients deliberating phase I trial participation,Psycho-Oncology,18.0,Netherlands,"coping, hope, incurable cancer, motivation, oncology phase I trials, quality of life, SEM",2018
Camptothecin (CPT) directly binds to human heterogeneous nuclear ribonucleoprotein A1 (hnRNP A1) and inhibits the hnRNP A1/topoisomerase i interaction,Bioorganic and Medicinal Chemistry,20.0,Japan,"Camptothecin, Drosophila melanogaster, hnRNP A1, Hrb87F, QCM, SPR, Topoisomerase I",2011
"[125I]-2-(2,5-Dimethoxy-4-Iodophenyl) aminoethane ([125I]-2C-I) as a label for the 5-HT2 receptor in rat frontal cortex","Pharmacology, Biochemistry and Behavior",57.0,United States,"([<sup>125</sup>I]-2C-I), 5-HT<sub>2</sub> receptor, Hallucinogens, Receptor binding, [<sup>125</sup>I]-2-(2,5-dimethoxy-4-iodophenyl)aminoethane",1990
