id,year,title,publicationname,citedbycount,asia,oceania,europe,north_america,south_america,africa,keywords_list,cluster,keyword_category
193,2021,Experimental study of the load-deformation behaviour of the precast post-tensioned continuous girder for straddle monorail: Full-scale load test under service and ultimate loading conditions,Case Studies in Construction Materials,6,4,0,0,0,0,0,"['Finite element analysis', 'Girder', 'Pier segments', 'Posttensioned', 'Precast concrete', 'Service load', 'Straddle monorail']",1,Medical and Technological Advances
194,2021,Melatonin and its derivative disrupt cancer stem-like phenotypes of lung cancer cells via AKT downregulation,Clinical and Experimental Pharmacology and Physiology,9,7,0,0,0,0,0,"['acetyl melatonin', 'AKT', 'cancer stem cells', 'lung cancer', 'melatonin']",2,Cell Biology and Biochemistry
195,2021,Predictors of knowledge and use of long-lasting insecticidal nets for the prevention of malaria among the pregnant women in Pakistan,Malaria Journal,1,3,0,0,0,0,0,"['Factors and healthcare workers', 'Long-lasting insecticidal nets', 'Malaria awareness/knowledge', 'Mosquito bite prevention', 'Pakistan', 'Predicator', 'Pregnancy']",1,Medical and Technological Advances
196,2021,Blood First Assay Screening Trial (BFAST) in Treatment-Naive Advanced or Metastatic NSCLC: Initial Results of the Phase 2 ALK-Positive Cohort,Journal of Thoracic Oncology,19,6,0,5,5,2,0,"['Alectinib', 'ALK-positive', 'Blood-based assay', 'Next-generation sequencing', 'NSCLC']",1,Medical and Technological Advances
197,2021,Nature of electronic topological transition and superconductivity in bismuth under high pressure from ab initio random structure searching,Computational Materials Science,5,5,0,0,0,0,0,"['Bismuth', 'Density functional theory', 'High pressure', 'Structure prediction', 'Superconductor']",1,Medical and Technological Advances
198,2021,Efficient conversion of acetate or glucose to poly(3-hydroxybutyrate) and glycogen by the single-stage photoheterotrophic cultivation of cyanobacterium Chroococcus hansgirgi TISTR 8561,Journal of Applied Phycology,1,2,0,0,0,0,0,"['Conversion', 'Cyanobacteria', 'Glycogen', 'Mixotrophy', 'Photoheterotrophy', 'Poly(3-hydroxybutyrate)']",1,Medical and Technological Advances
199,2021,The influences of granite industry waste on concrete properties with different strength grades,Case Studies in Construction Materials,10,2,0,0,0,0,0,"['Concrete materials', 'Granite particle', 'Mechanical strength', 'Microstructure', 'Recycled aggregate']",1,Medical and Technological Advances
200,2021,Increased C-reactive protein concentration and suicidal behavior in people with psychiatric disorders: A systematic review and meta-analysis,Acta Psychiatrica Scandinavica,21,1,2,5,3,0,0,"['C-reactive protein', 'inflammation', 'prevention', 'psychiatry', 'suicidal attempt', 'suicidal behavior', 'suicidal ideation', 'suicidality']",0,Sustainability and Diversity
201,2021,Modeling of void fraction and relative velocity covariance for dispersed bubbly and intermittent flows in horizontal channels,International Journal of Heat and Mass Transfer,0,2,0,0,0,0,0,"['Horizontal flow', 'Interfacial drag force', 'Relative velocity covariance', 'Two-phase flow', 'Void fraction covariance']",1,Medical and Technological Advances
202,2021,Strengthening effect of natural fiber reinforced polymer composites (NFRP) on concrete,Case Studies in Construction Materials,18,7,0,0,0,0,0,"['De-lamination', 'End anchorage', 'Epoxy resin', 'Polyester resin', 'Reinforced concrete beams', 'Sisal FRP', 'Strengthening']",1,Medical and Technological Advances
203,2021,Tenofovir alafenamide nephrotoxicity: a case report and literature review,AIDS Research and Therapy,3,7,0,0,0,0,0,"['Acute kidney injury', 'Antiretroviral therapy', 'Case report', 'HIV', 'Mitochondria', 'Nephrotoxicity', 'Renal pathology', 'Tenofovir alafenamide']",1,Medical and Technological Advances
204,2021,Detailed kinetic mechanism of devolatilization stage and CFD modeling of downdraft gasifiers using pelletized palm oil empty fruit bunches,Renewable Energy,5,2,0,0,1,0,0,"['Computational fluid dynamics', 'Downdraft biomass gasifier', 'Kinetic mechanism', 'Palm oil empty fruit bunch', 'Tar cracking']",1,Medical and Technological Advances
205,2021,"Stroke risk factors, subtypes and outcome in elderly Thai patients",BMC Neurology,5,2,0,0,0,0,0,"['Elderly', 'Outcomes', 'Risk factors', 'Stroke', 'Stroke classification', 'Thailand']",1,Medical and Technological Advances
206,2021,Structural predictions of superconducting phase in tungsten ditellurides WTe2 from first-principles evolutionary techniques under high pressure,Computational Materials Science,0,4,0,1,0,0,0,"['Density functional theory', 'High pressure', 'Structural prediction', 'Superconductivity', 'Tungsten ditellurides']",1,Medical and Technological Advances
207,2021,"Suicide attempts are associated with activated immune-inflammatory, nitro-oxidative, and neurotoxic pathways: A systematic review and meta-analysis",Journal of Affective Disorders,28,3,1,1,0,0,0,"['Depression', ' Mood disorders', ' Schizophrenia', ' Psychiatry', 'Inflammation', 'Neuro-immune', 'Oxidative and nitrosative stress', 'Suicide']",1,Medical and Technological Advances
208,2021,An automated fast-flow/delayed paper-based platform for the simultaneous electrochemical detection of hepatitis B virus and hepatitis C virus core antigen,Biosensors and Bioelectronics,31,6,0,0,0,0,0,"['Electrochemical detection', 'Hepatitis B surface antigen', 'Hepatitis B virus', 'Hepatitis C virus', 'Hepatitis C virus core antigen', 'Microfluidic paper-based analytical device']",1,Medical and Technological Advances
209,2021,Perioperative temperature management: a survey of 6 Asia–Pacific countries,BMC Anesthesiology,7,8,0,1,0,0,0,"['Asia', 'Health knowledge', ' attitudes', ' practice', 'Hypothermia', 'Monitoring', ' intraoperative', 'Perioperative care', 'Practice guidelines as topic', 'Temperature']",1,Medical and Technological Advances
210,2021,Distribution and genetic diversity of Enterovirus G (EV-G) on pig farms in Thailand,BMC Veterinary Research,4,2,0,0,0,0,0,"['Distribution', 'Diversity', 'Enterovirus G', 'Pigs', 'Thailand']",1,Medical and Technological Advances
211,2021,"Acute kidney injury prevalence, progression and long-term outcomes in critically ill patients with COVID-19: a cohort study",Annals of Intensive Care,28,2,0,2,0,0,0,"['Acute kidney injury', 'AKI', 'COVID-19', 'Dialysis', 'Kidney replacement therapy', 'Recovery', 'SARS-CoV-2']",1,Medical and Technological Advances
212,2021,Genetic polymorphism of the extracellular region in surface associated interspersed 1.1 gene of Plasmodium falciparum field isolates from Thailand,Malaria Journal,0,2,0,0,0,0,0,"['Gene polymorphism', 'Malaria', 'Plasmodium falciparum', 'Surf gene', 'SURFIN', 'Variable surface antigens']",1,Medical and Technological Advances
213,2021,Acute prolonged motor aura resembling ischemic stroke after COVID − 19 vaccination (CoronaVac): the first case report,Journal of Headache and Pain,9,7,0,0,0,0,0,"['CoronaVac vaccine', 'Cortical spreading depression', 'COVID-19', 'Neurological deficit', 'Sinovac']",1,Medical and Technological Advances
214,2021,Highly effective microwave plasma application for catalyst-free and low temperature hydrogenation of biodiesel,Fuel,7,5,0,0,1,0,0,"['Biodiesel', 'Microwave plasma', 'Palm oil', 'Partial hydrogenation', 'Partially hydrogenated fatty acid methyl ester']",1,Medical and Technological Advances
215,2021,Cisplatin-induced hydroxyl radicals mediate pro-survival autophagy in human lung cancer H460 cells,Biological Research,8,5,0,0,0,0,0,"['Autophagy', 'Cisplatin', 'Drug resistance', 'Hydroxyl radicals', 'Lung cancer']",1,Medical and Technological Advances
216,2021,Heat Integration Design of Alpha Methyl Ester Sulfonate Production Process,Process Integration and Optimization for Sustainability,1,2,0,0,0,0,0,"['Alpha methyl ester sulfonate', 'Aspen Energy Analyzer and Heat Exchanger Network', 'Heat integration', 'Simulation']",1,Medical and Technological Advances
217,2021,Renal 99mTc-DMSA pharmacokinetics in pediatric patients,EJNMMI Physics,4,1,0,0,5,0,0,"['Compartmental modeling', 'DMSA', 'Dose reduction/optimization', 'Pediatric imaging', 'Pharmacokinetics']",1,Medical and Technological Advances
218,2021,The evaluation of non-anesthetic computed tomography for detection of pulmonary parenchyma in feline mammary gland carcinoma: a preliminary study,BMC Veterinary Research,0,2,0,0,0,0,0,"['Atelectasis', 'Cat', 'Computed tomography', 'Lung', 'Mammary gland carcinoma', 'Radiography']",1,Medical and Technological Advances
219,2021,Surface analysis of dental caries using a wireless pH sensor and Raman spectroscopy for chairside diagnosis,Talanta,5,4,0,0,0,0,0,"['Chairside instrument', 'Dental caries', 'Iridium oxide', 'pH sensor', 'Wireless communication system']",1,Medical and Technological Advances
220,2021,Enhanced production of hydrocarbons from lignin isolated from sugarcane bagasse using formic acid induced supercritical ethanol liquefaction followed by hydrodeoxygenation,Chemosphere,5,3,0,0,0,0,0,"['Hydrocarbons', 'Hydrodeoxygenation', 'Hydrothermal liquefaction', 'Lignin', 'Lignin oil', 'Sugarcane bagasse']",1,Medical and Technological Advances
221,2021,Survival rate and associated factors affecting pulpectomy treatment outcome in primary teeth,Clinical and Experimental Dental Research,5,2,0,0,0,0,0,"['general anesthesia', 'primary teeth', 'pulpectomy', 'survival rate']",1,Medical and Technological Advances
222,2021,Expression of SOX2 and OCT4 in odontogenic cysts and tumors,Head and Face Medicine,1,2,0,0,0,0,0,"['Ameloblastic fibroma', 'Ameloblastoma', 'OCT4', 'Odontogenic Keratocyst', 'SOX2']",1,Medical and Technological Advances
223,2021,A novel method to treat recurrent facial pain: a case report,Journal of Medical Case Reports,0,2,0,0,0,0,0,"['Occlusal equilibration appliance (OEA)', 'Pain Posselt’s finding', 'Recurrent chronic facial pain']",1,Medical and Technological Advances
224,2021,Mindfulness and eudaimonic well-being: The mediating roles of rumination and emotion dysregulation,International Journal of Adolescent Medicine and Health,5,1,1,0,0,0,0,"['emotion dysregulation', 'eudaimonic well-being', 'mindfulness', 'rumination']",2,Cell Biology and Biochemistry
225,2021,"Impact of binding positions of 1,3-alternate calix[4]arene tetrabenzoic acids on geometry of coordination polymers",Journal of Inclusion Phenomena and Macrocyclic Chemistry,0,2,0,0,0,0,0,"['Advanced material', 'Calix[4]arene', 'Complexation', 'Coordination polymer', 'Crystal structure']",1,Medical and Technological Advances
226,2021,Prevalence of latent tuberculosis infection and feasibility of TB preventive therapy among Thai prisoners: a cross-sectional study,BMC Public Health,10,6,0,0,0,0,0,"['IGRA', 'Inmate', 'Isoniazid preventive therapy', 'LTBI', 'TST']",1,Medical and Technological Advances
227,2021,Necroptosis in biliary atresia of the liver,Medical Molecular Morphology,1,5,0,0,0,0,0,"['Biliary atresia', 'Cell death', 'Cholangiocytes', 'Congenital biliary dilation', 'Immunohistochemistry', 'Liver', 'Necroptosis', 'Phosphorylated mixed lineage kinase domain-like']",1,Medical and Technological Advances
228,2021,"Simplify product safety and quality risk analysis of raw materials for conventional, soilless culture and organic salads",Food Control,4,3,0,0,0,0,0,"['Conventional salad', 'Organic salad', 'Raw materials risk assessment', 'Soilless culture salad']",1,Medical and Technological Advances
229,2021,"Electric field analysis, polarization, excitation wavelength dependence, and novel applications of tip-enhanced Raman scattering",Journal of Raman Spectroscopy,3,7,0,0,0,0,0,"['electric field analysis', 'enantiomeric discrimination', 'graphene', 'tip-enhanced Raman scattering (TERS)']",2,Cell Biology and Biochemistry
230,2021,Starch extracted from pineapple (Ananas comosus) plant stem as a source for amino acids production,Chemical and Biological Technologies in Agriculture,7,2,0,0,0,0,0,"['Amino acids', 'Lysine', 'Methionine', 'Pineapple plant', 'Starch', 'Stem']",1,Medical and Technological Advances
231,2021,A novel gelatin/chitooligosaccharide/demineralized bone matrix composite scaffold and periosteum-derived mesenchymal stem cells for bone tissue engineering,Biomaterials Research,16,6,0,0,0,0,0,"['Chitooligosaccharide', 'Demineralized bone', 'Gelatin', 'Mesenchymal stem cells', 'Tissue engineering']",1,Medical and Technological Advances
232,2021,Pediatric patients’ reasons for visiting dentists in all WHO regions,Health and Quality of Life Outcomes,5,9,1,15,3,2,5,"['Child', 'Dentistry', 'Oral health', 'Oral health-related quality of life', 'Surveys and questionnaires', 'WHO']",1,Medical and Technological Advances
233,2021,Polythiocyanuric acid-functionalized MoS2 nanosheet-based high flux membranes for removal of toxic heavy metal ions and congo red,Chemical Engineering Journal,17,5,0,0,0,0,0,"['2D MoS2 nanosheets', 'Disulfides', 'Heavy metal ion removal', 'Membrane separation', 'PES membrane']",1,Medical and Technological Advances
234,2021,Multi-detector computed tomography (MDCT)–based severity score as a prognostic tool in patients with suspected immune checkpoint inhibitor therapy associated colitis,European Radiology,2,1,0,0,3,0,0,"['Colitis', 'Immune checkpoint inhibitors', 'Immunotherapy', 'Multi-detector computed tomography', 'Prognosis']",1,Medical and Technological Advances
235,2021,Targeting multiple genes containing long mononucleotide A-T repeats in lung cancer stem cells,Journal of Translational Medicine,1,7,0,0,0,0,0,"['Cancer stem cells', 'Hallmark of cancer', 'Lung cancer', 'Mononucleotide A-T repeats', 'Universal target']",1,Medical and Technological Advances
236,2021,"Ala97Ser transthyretin amyloidosis-associated polyneuropathy, clinical and neurophysiological profiles in a Thai cohort",BMC Neurology,6,4,0,0,0,0,0,"['Ala97Ser', 'autonomic neuropathy', 'carpal tunnel syndrome', 'composite autonomic severity score', 'hereditary transthyretin amyloidosis-associated polyneuropathy', 'neurophysiological study', 'quantitative sensory test', 'Thais', 'transthyretin']",2,Cell Biology and Biochemistry
237,2021,Reliability of a sequential ultrasound imaging technique (SUIT) to identify the individual elements of the brachial plexus above the clavicle,Regional Anesthesia and Pain Medicine,3,4,0,0,0,0,0,"['anesthesia', 'brachial plexus', 'conduction', 'regional anesthesia', 'ultrasonography']",2,Cell Biology and Biochemistry
238,2021,Rapid Degradation of Superabsorbent Poly(Potassium Acrylate) and its Acrylamide Copolymer Via Thermo-Oxidation by Hydrogen Peroxide,Journal of Polymers and the Environment,3,3,0,0,0,0,0,"['Hydrogen peroxide', 'Peroxidase', 'Phytotoxicity', 'Poly(potassium acrylate)', 'Poly[acrylamide-co-(potassium acrylate)]', 'Soil burial']",1,Medical and Technological Advances
239,2021,COVID-19 and HIV infection co-pandemics and their impact: a review of the literature,AIDS Research and Therapy,41,4,0,0,1,0,0,"['Clinical', 'Co-infection', 'COVID-19', 'HIV', 'Outcome', 'Pathophysiology']",1,Medical and Technological Advances
240,2021,Human dental pulp stem cell responses to different dental pulp capping materials,BMC Oral Health,19,8,0,0,0,0,0,"['Calcium hydroxide', 'Calcium silicate materials', 'Human dental pulp cells', 'Mineral trioxide aggregate', 'Pulp capping']",1,Medical and Technological Advances
241,2021,Loving local beans? The challenge of valorizing local food in the Thai highlands,"Environment, Development and Sustainability",1,2,0,0,0,0,0,"['Embeddedness', 'Local food', 'Rural development', 'Social practice', 'Valorization']",1,Medical and Technological Advances
242,2021,"Snail mucus from the mantle and foot of two land snails, Lissachatina fulica and Hemiplecta distincta, exhibits different protein profile and biological activity",BMC Research Notes,12,2,0,0,0,0,0,"['Anti-tyrosinase activity', 'Antimicrobial activity', 'Antioxidant activity', 'Land snail', 'Snail mucus']",1,Medical and Technological Advances
243,2021,Metabolic syndrome in Thai adolescents and associated factors: the Thai National Health Examination Survey V (NHES V),BMC Public Health,8,7,0,0,0,0,0,"['Adolescents', 'Metabolic syndrome', 'Prevalence', 'Risk factors']",1,Medical and Technological Advances
244,2021,Difficult airway predictors were associated with decreased use of neuromuscular blocking agents in emergency airway management: a retrospective cohort study in Thailand,BMC Emergency Medicine,1,4,0,0,0,0,0,"['Airway management', 'Difficult airway', 'Emergency department', 'Emergency medicine', 'Rapid sequence induction and intubation']",1,Medical and Technological Advances
245,2021,Economic burden of non-alcoholic steatohepatitis with significant fibrosis in Thailand,BMC Gastroenterology,9,5,0,0,1,0,0,"['Cost of illness', 'Economic burden', 'NASH', 'Non-alcoholic steatohepatitis', 'Prevalence', 'Significant fibrosis', 'Thailand']",1,Medical and Technological Advances
246,2021,A fundamental exploration on carbon nanotube formation via pyrolysis of ferrocene and glycerol: Experimental and theoretical viewpoints,"Engineering Science and Technology, an International Journal",2,3,0,0,0,0,0,"['CNT', 'Co-pyrolysis', 'Kinetics', 'Mathematical model', 'Thermodynamics']",1,Medical and Technological Advances
247,2021,"MBTPS2, a membrane bound protease, underlying several distinct skin and bone disorders",Journal of Translational Medicine,9,3,0,0,0,0,0,"['BRESHECK', 'IFAP', 'KFSD', 'Olmsted syndrome', 'Osteogenesis imperfecta', 'S2P']",1,Medical and Technological Advances
248,2021,System dynamics modelling of health workforce planning to address future challenges of Thailand’s Universal Health Coverage,Human Resources for Health,8,7,0,1,0,0,0,"['Care delivery models', 'Causal loop diagram', 'Group model building', 'Health systems performance', 'Health workforce', 'Human resource for health', 'Strategic planning', 'System dynamic modelling']",1,Medical and Technological Advances
249,2021,"Antitumor activities of Aspiletrein A, a steroidal saponin from Aspidistra letreae, on non-small cell lung cancer cells",BMC Complementary Medicine and Therapies,7,5,0,0,0,0,0,"['Anti-invasion', 'Anti-migration', 'Anti-proliferation', 'Aspidistra letreae', 'Aspiletrein A', 'Lung cancer cells']",1,Medical and Technological Advances
250,2021,Detection of SARS-CoV-2-specific antibodies via rapid diagnostic immunoassays in COVID-19 patients,Virology Journal,13,3,0,0,0,0,0,"['Antibody', 'COVID-19', 'Immunoassay', 'Rapid diagnostic test', 'SARS-CoV-2']",1,Medical and Technological Advances
251,2021,Protective role of Clitoria ternatea L. flower extract on methylglyoxal-induced protein glycation and oxidative damage to DNA,BMC Complementary Medicine and Therapies,5,3,0,0,0,0,0,"['Anthocyanins', 'Clitoria ternatea', 'Methylglyoxal', 'Oxidative DNA damage', 'Protein glycation']",1,Medical and Technological Advances
252,2021,Measurement of gene amplifications related to drug resistance in Plasmodium falciparum using droplet digital PCR,Malaria Journal,2,4,0,1,0,0,0,"['ddPCR', 'pfgch1', 'pfmdr1', 'pfplasmepsin2', 'Plasmodium falciparum']",1,Medical and Technological Advances
253,2021,Pullout Capacity Factor for Cylindrical Suction Caissons in Anisotropic Clays Based on Anisotropic Undrained Shear Failure Criterion,Transportation Infrastructure Geotechnology,29,2,0,0,0,0,0,"['Anisotropic clays', 'Axisymmetry', 'Finite element limit analysis', 'Suction caisson', 'Undrained shear strengths']",1,Medical and Technological Advances
254,2021,Further addition to the braconid fauna of Iran (Hymenoptera: Braconidae),Egyptian Journal of Biological Pest Control,13,2,0,0,0,0,1,"['Braconidae', 'Entomological collections', 'New records', 'Subfamilies']",1,Medical and Technological Advances
255,2021,Undrained Stability of Unsupported Conical Slopes in Anisotropic Clays Based on Anisotropic Undrained Shear Failure Criterion,Transportation Infrastructure Geotechnology,48,2,0,0,0,0,0,"['Anisotropic clays', 'Conical slope', ' finite element limit analysis', 'Stability', 'Undrained shear strengths']",1,Medical and Technological Advances
256,2021,The Patient’s Denture Assessment (Thai version) is a valid and reliable tool for evaluating the outcome of treatment with complete denture,BMC Oral Health,0,2,0,0,0,0,0,"['Complete denture', 'PDA-T', 'Reliability and validity', 'Satisfaction', 'Self-assessment']",1,Medical and Technological Advances
257,2021,Usefulness of an accelerometer-based navigation system in bilateral one-stage total knee arthroplasty,BMC Musculoskeletal Disorders,7,2,0,0,1,0,0,"['Accelerometer-based navigation', 'Bilateral total knee arthroplasty', 'Blood loss', 'Mechanical axis', 'Postoperative pain']",1,Medical and Technological Advances
258,2021,Diagnostic Value of Interleukin-34 as a Novel Biomarker for Severity of Knee Osteoarthritis,Cartilage,3,3,0,0,0,0,0,"['biomarker', 'interleukin-34', 'knee osteoarthritis', 'synovial inflammation']",2,Cell Biology and Biochemistry
259,2021,Immunoglobulin G1 subclass responses can be used to detect specific allergy to the house dust mites Dermatophagoides farinae and Dermatophagoides pteronyssinus in atopic dogs,BMC Veterinary Research,0,6,0,0,0,0,0,"['Antibody', 'Biomarker', 'Canine atopic dermatitis', 'House dust mites', 'Immunoglobulin G1 subclass']",1,Medical and Technological Advances
260,2021,Fruit ripening-associated leucylaminopeptidase with cysteinylglycine dipeptidase activity from durian suggests its involvement in glutathione recycling,BMC Plant Biology,6,2,0,0,0,0,0,"['Cys-Gly', 'Durian', 'Fruit ripening', 'LAP', 'Leucylaminopeptidase', 'Sulphur compound']",1,Medical and Technological Advances
261,2021,Clearance of inflammatory cytokines in patients with septic acute kidney injury during renal replacement therapy using the EMiC2 filter (Clic-AKI study),Critical Care,13,2,0,3,0,0,0,"['Acute kidney injury', 'CRRT', 'EMiC2 filter', 'Extracorporeal blood purification', 'High cut-off', 'Kidney replacement therapy', 'Middle cut-off', 'Removal', 'Sepsis']",1,Medical and Technological Advances
262,2021,Multi-factorial considerations for intra-thoracic lymph node evaluations of healthy cats on computed tomographic images,BMC Veterinary Research,3,2,0,0,0,0,0,"['Cat', 'Computed tomography', 'Lymph node', 'Slice thickness', 'Thorax', 'Thymus']",1,Medical and Technological Advances
263,2021,"Synthesis, X-Ray Crystallography, Theoretical Investigation and Optical Properties of 2-Chloro-N-(2,4-dinitrophenyl) Acetamide",Journal of Chemical Crystallography,0,6,0,0,1,0,0,"['2', '4-Dinitroaniline derivative', 'Crystal structure', 'Hydrogen bonding interactions']",3,Materials Science and Taxonomy
264,2021,A cadaveric study of the location and morphology of the central patellar ridge for bone-patellar tendon-bone graft,Journal of Orthopaedic Surgery and Research,0,2,0,0,0,0,0,"['ACL reconstruction', 'Bone-patellar tendon-bone', 'Patellar fracture', 'Patellar morphology', 'Wiberg’s classification']",1,Medical and Technological Advances
265,2021,Molecular docking studies of some selected gallic acid derivatives against five non-structural proteins of novel coronavirus,Journal of Genetic Engineering and Biotechnology,26,3,0,0,0,0,3,"['Binding energy', 'Druglikeness', 'Gallic acid derivatives', 'In silico', 'Molecular docking', 'Molecular interactions', 'Non-structural proteins', 'Novel coronavirus', 'SARS-COV-2']",1,Medical and Technological Advances
266,2021,Protein-bound uremic toxin lowering strategies in chronic kidney disease: a systematic review and meta-analysis,Journal of Nephrology,15,2,0,0,0,0,0,"['Chronic kidney disease', 'Indoxyl sulfate', 'p-Cresyl sulfate', 'Protein-bound uremic toxins']",1,Medical and Technological Advances
267,2021,Pattern of cortical thinning in logopenic progressive aphasia patients in Thailand,BMC Neurology,1,3,0,0,0,0,0,"['Alzheimer’s disease', 'Aphasia', ' primary progressive', 'Cortical thickness', 'Freesurfer', 'Logopenic progressive aphasia', 'Magnetic resonance imaging']",1,Medical and Technological Advances
268,2021,Salbutamol-induced lactic acidosis in status asthmaticus survivor,BMC Pulmonary Medicine,3,3,0,0,0,0,0,"['Case report', 'Lactic acidosis', 'Salbutamol-induced lactic acidosis', 'Salbutamol’s adverse effect', 'Status asthmaticus']",1,Medical and Technological Advances
269,2021,Convergence analysis of gradient-based iterative algorithms for a class of rectangular Sylvester matrix equations based on Banach contraction principle,Advances in Difference Equations,7,2,0,0,0,0,0,"['Banach contraction principle', 'Generalized Sylvester matrix equation', 'Gradient', 'Kronecker product', 'Linear difference vector equation', 'Matrix norms']",1,Medical and Technological Advances
270,2021,Molecular characterization of G6PD mutations reveals the high frequency of G6PD Aures in the Lao Theung population,Malaria Journal,9,4,0,0,0,0,0,"['G6PD Aures', 'G6PD deficiency', 'G6PD genotype', 'G6PD mutation', 'Lao Theung', 'Laos']",1,Medical and Technological Advances
271,2021,Application of artificial intelligence in chronic liver diseases: a systematic review and meta-analysis,BMC Gastroenterology,33,4,0,0,0,0,0,"['Artificial intelligence', 'Cirrhosis', 'Computer-assisted', 'Deep learning', 'Fatty liver', 'Liver fibrosis', 'Liver steatosis', 'Machine learning', 'NAFLD', 'Non-invasive diagnostic tests']",1,Medical and Technological Advances
272,2021,The effects of a limited infusion rate of fluid in the early resuscitation of sepsis on glycocalyx shedding measured by plasma syndecan-1: a randomized controlled trial,Journal of Intensive Care,9,6,0,0,0,0,0,"['Emergency department', 'Endothelial glycocalyx', 'Fluid', 'Resuscitation', 'Sepsis', 'Syndecan-1']",1,Medical and Technological Advances
273,2021,Biosynthetic sericin 1-like protein skews dendritic cells to tolerogenic-like phenotype,Biotechnology and Applied Biochemistry,2,6,0,0,0,0,0,"['biosynthetic sericin 1', 'sericin', 'tolerogenic dendritic cells']",1,Medical and Technological Advances
274,2021,Therapeutic plasma exchange vs conventional treatment with intravenous high dose steroid for neuromyelitis optica spectrum disorders (NMOSD): a systematic review and meta-analysis,Journal of Neurology,17,3,0,0,1,0,0,"['Meta-analysis', 'Neuromyelitis optica', 'NMOSD', 'Optic neuritis', 'Plasma exchange', 'Steroid']",1,Medical and Technological Advances
275,2021,Clusterin Is Associated with Systemic and Synovial Inflammation in Knee Osteoarthritis,Cartilage,9,3,0,0,0,0,0,"['apolipoprotein J', 'biomarker', 'clusterin', 'knee osteoarthritis', 'synovial inflammation']",2,Cell Biology and Biochemistry
276,2021,The clinical significance of antinuclear antibodies and specific autoantibodies in juvenile and adult systemic lupus erythematosus patients,Asian Pacific Journal of Allergy and Immunology,6,4,0,4,0,0,0,"['anti-double stranded DNA', 'antinuclear antibodies', 'autoantibodies', 'autoimmune diseases', 'systemic lupus erythematosus']",2,Cell Biology and Biochemistry
277,2021,Response surface optimization of biodiesel synthesis over a novel biochar-based heterogeneous catalyst from cultivated (Musa sapientum) banana peels,Biomass Conversion and Biorefinery,10,6,0,0,0,0,0,"['Biodiesel', 'Cultivated banana peels', 'Heterogeneous catalyst', 'Response surface methodology (RSM)', 'Transesterification']",1,Medical and Technological Advances
278,2021,Taxonomic reassessment of large mammals from the Pleistocene Homo-bearing site of Tham Wiman Nakin (Northeast Thailand): relevance for faunal patterns in mainland Southeast Asia,Quaternary International,6,2,0,2,0,0,0,"['Ailuropoda-Stegodon fauna', 'Biochronology', 'Chaiyaphum province', 'Extinction', 'Quaternary', 'Taxonomy']",1,Medical and Technological Advances
279,2021,Multicentre cohort study of cochlear implantation outcomes in Thailand,BMJ Open,3,10,0,0,0,0,0,"['cochlear implant', 'cochlear implantation', 'deafness', 'hearing loss', 'registry', 'report']",4,Public Health and Epidemiology
280,2021,Cloud-Based Smart Energy Framework for Accelerated Data Analytics with Parallel Computing of Orchestrated Containers: Study Case of CU-BEMS,ACM International Conference Proceeding Series,0,2,0,0,0,0,0,"['Data Analytics', 'Kubernetes', 'Parallel Computing', 'Smart Energy Framework']",1,Medical and Technological Advances
281,2021,Barrier performance and biodegradability of antibacterial poly(butylene adipate-co-terephthalate) nanocomposites reinforced with a new MWCNT-ZnO nanomaterial,Nanotechnology,18,9,0,0,0,0,0,"['antibacterial', 'barrier performance', 'biodegradability', 'mechanical behavior', 'MWCNT-ZnO', 'nanocomposites', 'poly(butylene adipate-co-terephthalate)']",2,Cell Biology and Biochemistry
282,2021,Determining the role of oxygen vacancies in palmitone selectivity and coke formation over acid metal oxide catalysts for the ketonization of methyl palmitate,Applied Catalysis A: General,5,3,0,0,0,0,0,"['Catalyst deactivation', 'Hydrogen trapping', 'Ketonization', 'Liquid phase', 'Long-chain methyl ester', 'Oxygen vacancies']",1,Medical and Technological Advances
283,2021,A durable rechargeable zinc-air battery via self-supported MnOx-S air electrode,Journal of Alloys and Compounds,22,6,0,0,0,0,0,"['Bifunctional catalyst', 'Manganese oxide', 'Oxygen evolution', 'Oxygen reduction', 'Stability', 'Sulfurization']",1,Medical and Technological Advances
284,2021,Responsiveness to incentives in organ donation decisions: A laboratory experiment,Thammasat Review,0,2,0,0,0,0,0,"['Experimental economics', 'Organ allocation rule', 'Organ donation']",1,Medical and Technological Advances
285,2021,A Polystyrene Foam Factory Fire in a Bangkok Satellite City: Incident and Lessons Learned,ACS Chemical Health and Safety,2,3,0,0,0,0,0,"['chemical industry', 'disaster risk management cycle', 'emergency response', 'explosion', 'fire', 'styrene', 'Thailand']",4,Public Health and Epidemiology
286,2021,An origami paper-based peptide nucleic acid device coupled with label-free DNAzyme probe hybridization chain reaction for prostate cancer molecular screening test,Analytica Chimica Acta,8,3,0,0,0,0,0,"['G-quadruplex', 'Hybridization chain reaction', 'Molecular screening test', 'Paper-based analytical device', 'Peptide nucleic acid', 'Prostate cancer']",1,Medical and Technological Advances
287,2021,Effect of magnetic fields on the efficiency of the photocatalytic degradation of methylene blue in a dynamic fluid system,Journal of Cleaner Production,5,2,0,0,0,0,0,"['Dynamic fluid', 'Magnetic fields', 'Methylene blue', 'Photocatalytic degradation', 'Ultraviolet irradiation', 'Zinc oxide catalyst']",1,Medical and Technological Advances
